tweet_id	text	misogyny	category
7177	مستخدم@ يا فهيمة دليل إنو خطاب للوطن مش لجمهور الحزب بس �	none	none
7178	مستخدم@ مستخدم@ مستخدم@ بدي اسالك مدام ديما كيف فيكي تتحملي ندى عزيز معك بنفس المحطه؟	none	none
7179	مستخدم@ مستخدم@ مستخدم@ مستخدم@ كل صرمايتنا على ديما صادق الشرشوحة ...	misogyny	discredit
7180	مستخدم@ فشرتي على رقبتك سيدنا يقبرك	misogyny	damning
7181	مستخدم@ انتي لواطيحين بين يديني ماقطعك بمنشاراجيب منساب وولع فيه نار ثم احطه في بومتك	misogyny	threat of violence
7182	مستخدم@ روحي انضبي	misogyny	discredit
7183	ولله انك بتشرفي الصحافة الحرة .... شكراً مستخدم@ https://t.co/KWMrLGYyZF	none	none
7184	مستخدم@ ديما ليش التركيز على السيد حسن مع انوا ما سرق اموال الشعب؟ السنيورة وجنبلاط يلي نهبو البلد ما عم بتجيبي… https://t.co/Hvu5Dq4MSZ	none	none
7185	مستخدم@ شو سخيفة ورخيصة	misogyny	discredit
7186	مستخدم@ على امل ان تتم محاسبتك على ما تقومين به، هذا لم سعد رأي خاص، هذا عهر ممنهج و مدفوع ثمنه.... #المحاسبة	none	none
7187	مستخدم@ وسيسقط شعرك قريبا ... سوري	none	none
7188	مستخدم@ طول عم بنت شوارع ماشي جديد عليكي��	misogyny	discredit
7189	مستخدم@ مستخدم@ سدي بوزك يا بنت الكلب يا واطية يا كركوبة يا كرخمي يا زقاقية، الله يلعن الي جابتك ريتا جابت كلبة جعارية ولا جابتك	misogyny	discredit
7190	مستخدم@ عم تركبي الموجة تاخرتي لأن الموجة جرفتكن	none	none
7191	RT مستخدم@: مستخدم@ انشالله بيقبرك كلك مش بس قلبك	misogyny	damning
7192	مستخدم@ مستخدم@ مستخدم@ خليك انت عند الصهاينة ال سعود وشو بدك ب لبنان �	none	none
7193	مستخدم@ وفقك الله. وفي خدمة الاسلام ان شاءالله؛	none	none
7194	مستخدم@ مستخدم@ أنا بشوفا معزاية	misogyny	stereotyping & objectification
7195	مستخدم@ مستخدم@ يبدو أنك اكلي فول قبل النوم	none	none
7196	مستخدم@ ساقطة ...... بالانتخابات	misogyny	discredit
7197	مستخدم@ مستخدم@ فوق راسك يا وسخة	misogyny	discredit
7198	مستخدم@ انت يا عاهرة ولائك كان للصباط الإيطالي بس صار هلق للصباط الصيني لان نزل سعرك..	misogyny	discredit
7199	مستخدم@ مستخدم@ مستخدم@ الزوجة تهتم بالمطبخ و نظافة و ترتيب البيت و تجلس في بيتها و الزوج يعمل من أجل بيته	misogyny	stereotyping & objectification
7200	مستخدم@ انشالله بيقبر قلبك ومنخلص من سفاهتك	misogyny	damning
7201	مستخدم@ مستخدم@ لا ولو كنتي هونيك ما لان معنا خبر هاهاهاها يا شرش حة ما هلكتينا انك هونيك شو عمبت مثلي ديما الواطية بضلك واطية	misogyny	discredit
7202	مستخدم@ روحي ربنا يرزقك بقنبلة تخلص عليكي و نرتاح منك	misogyny	damning
7203	مستخدم@ انت وحدة فاسدة ومفسدة وساقطة	misogyny	discredit
7204	مستخدم@ أكيد هتكونى سعيدة بعد خراب لبنان أنتى عميلة وخائنة	misogyny	discredit
7205	مستخدم@ رحم الله والدك واسكنه فسيح الجنات يابنت بلدي ويافخر وطني يكفي اباك ان انجبك بحجمك.	none	none
7206	مستخدم@ مستخدم@ مستخدم@ كل الحب وكل الاحترام وكل الصدق من تلك الكلمات الناطقة فهي تَهزُّ الجبال بصدقها و… https://t.co/0Jo33VVsTN	none	none
7207	مستخدم@ لعنة الله عليش بسببش ياعاهرة دمرت اليمن وشرد اهلها لا الحقش الله خير	misogyny	damning
7208	مستخدم@ مستخدم@ حضرتك لي قاعدة بل بيت قاعدة عل تي في و عم بتنظري	none	none
7209	مستخدم@ ليليان روحي خلصي بلدك من الصهاينه الأول يا قذارة الاخوان	misogyny	discredit
7210	مستخدم@ مصدقة حالك ههههههه فشرتي فشرتي، يا حمارة يا جاهلة لو انك بتفهمي و َرسالتك الاعلامية نضيفة يا وسخة بتعرفي… https://t.co/tdDErWdtuc	misogyny	discredit
7211	مستخدم@ اذا بتفهمي، حتى لو كنتي ساقطة فما بيمنع يدافع عنك كمان. عادي	misogyny	discredit
7212	مستخدم@ بتعرفي شو يعني شرف !	none	none
7213	مستخدم@ العمى شو حمارة قال العهد	misogyny	discredit
7214	مستخدم@ انت بتاكلي خرا	misogyny	discredit
7215	مستخدم@ نيــــكـــووووول ، هيدا قائد محور مطلوب ضد الجيش يا نيـــــــــكــــول	none	none
7216	مستخدم@ يمنى الواطية والصرماية عليكي تسمعي الرئيس وتخرسي������	misogyny	discredit
7217	مستخدم@ عليك من الله ماتستحقي ياتوكل كرمان بشرك الله بنار جهنم عاجلا غير آجل تكوى بها وجهك وجبهتك انت ومن يساندك ويدعمك اللهم امين	misogyny	damning
7218	مستخدم@ مستخدم@ يا ريت لو بيعمل نعيم برجاوي الآن متل ما عملت نانسي السبع مبارح وعدم أخذ أي تصريح من المتظ… https://t.co/uus4taPDAC	none	none
7219	مستخدم@ يا ريتك كنتي تحت لندعوسك	misogyny	threat of violence
7220	مستخدم@ مستخدم@ مستخدم@ مستخدم@ بحياة اختك من وين بتجيبي اخبارك؟؟ من صغري وانا عبالي كون… https://t.co/ESsCPfM6Sy	none	none
7221	مستخدم@ انتي شو دحشك بالمظاهرة بدك تركبي الموجة	none	none
7222	مستخدم@ السعوديه مافكرت بالدول اللي تدعمك تبغينها تفكر بنباحك ياكلبه الشوارع🤣🖐🏻 ندعس عليك وعلى اللي وراك ونضحك🤣🖕🏻	misogyny	discredit
7223	RT مستخدم@: مستخدم@ الله يلعن صباحك ومساكي 	misogyny	damning
7224	مستخدم@ السيد أعطى توضيح شافي للثوره وهو الى الآن معها مادامت الطلبات واضحه وغير مسيسه ووجه الناس وحذرهم من إلي جاي	none	none
7225	بحس إنجاز كبير لما تصير تفهم كيد النسوان اللي من تحت لتحت والمغلف باللطافة على شاكلة يا حبيبتي ويا عمري 🙃	misogyny	discredit
7226	مستخدم@ يعني اسمالله عليك من وين جايبي كل هالذكا. كل خبرية بتتحفينا فيا بدا أينشتاين ليحللا. برافو ��� https://t.co/7osdfXSSYS	none	none
7227	We love you مستخدم@ all the support الك فضل كبير على الثورة #كلنا_ديما_صادق	none	none
7228	مستخدم@ هيدا واجبنا وكلنا ابد وحدة	none	none
7229	مستخدم@ سدي بوزك يا داشره	misogyny	discredit
7230	RT مستخدم@: نانسي السبع ما قبلت حدا يحكي ع حزب الله ع الميكرو تبعا☻ ضيعة ضايعة��������	none	none
7231	مستخدم@ غشيمة شو علقك مع بيت شمص �	misogyny	discredit
7232	مستخدم@ بتتفلسفي و عاملة مناضلة وزعلانه اننا مش طايقينك وانتي حتي اللي شغلوكي مش بيطيقوا ريحتك يا توكل 😂😂 https://t.co/9Kf4WGr3DJ	misogyny	stereotyping & objectification
7233	مستخدم@ الغاء متابعة يا تافهة يا رخيصة وبالناقص من تغريدات القرف والشذوذ اللي معجبة فيها 🤮	misogyny	discredit
7234	مستخدم@ لعن الله من ايقض الفتنه وانتي اساس الفتنه والإنسانيه كلها فيكي يا ام الانسانيه قبح الله وجهك	misogyny	damning
7235	مستخدم@ كلامه صحيح الحرمة مكانها البيت و المطبخ	misogyny	stereotyping & objectification
7236	مستخدم@ داعس بقلبك السيد وتاج راسك يا واطية لو عندك زلمي كان ضبك يا فلتانة	misogyny	dominance
7237	مستخدم@ ولا عمري اقتنعت بحرمة استلمت مسؤلية لأنها الا تسوي لها فص	misogyny	dominance
7238	مستخدم@ احتياط سكري نيعك �	misogyny	discredit
7239	مستخدم@ يا نوال يا نوال خبريني شو كان لون كلساتهم لما صار هالحديث بما انك كنت موجودة	none	none
7240	عندنا دكتورة بتستلم الابحاث اقسم بالله لو بنت قالتها ازيك هتمسكها تهزقها يخربيت هرمونات الستات علي اللي يخلي ست تمسك منصب علي حقوق المرأة 😂	misogyny	damning
7241	مستخدم@ وحشة ما بينخاف عليكِ	none	none
7242	مستخدم@ نصيحة. تمددي وفشخي وارقدي. فانتي ليس سوى مرحاض عام لتلقي مخلفات الاخرين.	misogyny	discredit
7243	مستخدم@ نهيق الحمير يقطع عمرك	misogyny	discredit
7244	مستخدم@ اوقح البشر انت	misogyny	discredit
7245	مستخدم@ ما ارخصك علم لبنان رفعه المقاومون في ساحات الجهاد قبل وضعه على شاشات التلفزة	misogyny	discredit
7246	مستخدم@ آه يا هبيلة	misogyny	discredit
7247	مستخدم@ اي مقبورة انت بالبيت وحرضي العالم 	misogyny	discredit
7248	مستخدم@ بحيكي ديمه من كل قلبي مني عم افهم لبش كل الهجوم عليكي بالاختصار لأنك عن تقولي الحق وتفضحي فساد واستراتيج… https://t.co/CZYqT6M1yx	none	none
7249	مستخدم@ ياشيخه إتلهي........إنتي صدقتي إنك مهمة لهذي الدرجة؟	misogyny	discredit
7250	مستخدم@ بلشتي تحليل غلط	none	none
7251	مستخدم@ حبتش الصلا وهي بتفور حبتش حية من انتي حتى تعرفي احباب الله يا خائنة	misogyny	discredit
7252	مستخدم@ عنا جيش منرفع راسنا فيه، و عنا مقاومة بترفع راس كل المذلولين بالعالم! اسرائيل ب ٣٣ يوم ما قدرت تكسر ضيعة… https://t.co/isywD8B77X	none	none
7253	مستخدم@ انتي نزلي عالطريق لإن هيدا محللك بعتقد... ديما الواطية	misogyny	discredit
7254	مستخدم@ ولك حلي عن. ربناااااااا بقى يئطعمرك ما اغلظك	misogyny	discredit
7255	مستخدم@ يذكر انه بعد لهلق الاعمال لم تتعافى من اضراب ٢٠٠٦ وفي شركات سكرت وما عادت فتحت بعد ما كان يضج بالعالم! #كلن_يعني_كلن	none	none
7256	مستخدم@ مستخدم@ مستخدم@ يلعن صباحك و مساكي	misogyny	damning
7257	مستخدم@ الله لا يبارك فيك ولا يهنيك ولا يعطيك عافيه يا عاهرة تركيا و قطر	misogyny	damning
7258	انا بكره التعامل مع الستات فعليا الله يكون في عون الرجاله الصراحه	misogyny	discredit
7259	مستخدم@ مستخدم@ الأحرى ان تقول لها بأن تقف مع الناس والمساكين لا ان تغطي او تصمت عن الفاسدين #ديما #المريضة	misogyny	discredit
7260	بس لانها حيادية و قلبها ع وطنها و لان ما بهمها ولا زعيم. اصلاً كل يلي طلعوا (#) ضدها لم و لن يكونوا مثلها!! #كلنا_ديما_صادق مستخدم@	none	none
7261	مستخدم@ انت شخص كتير مفيد بالحياة ، اليوم كان معي امساك والحمدالله مشي حالي بس شفت صورتك	none	none
7262	مستخدم@ إنت شو محلك من الاعراب لحتى تحكي على سيدك وتاج راسك . لعمى بقلبك سكري بوزك وحاجي تحكي	misogyny	discredit
7263	مستخدم@ ان شاء الله نحنا منقبرك لأن السيد بس بده يقبر حدا بكون نظيف وشريف	misogyny	damning
7264	مستخدم@ مستخدم@ هيدي حمارة وهبلة	misogyny	discredit
7265	#نانسي_السبع المتظاهرين برياض الصلح يهبوا لمساعدة اخواتهم الثوار في البداوي ..؟؟ حدا بيقتل شعبو..؟؟(متظاهر) كأني س… https://t.co/t0B6wLR75A	none	none
7266	مستخدم@ مفكرا حالها جبران تويني او سمير قصير ���	none	none
7267	مستخدم@ تسلميلي يا ثورجية يا مناضلة	none	none
7268	مستخدم@ انتي محترمة كتير ومثال الاخلاق والأدب!!! جد انتي بتشوفي يلي بتكتبيهن وبتسمعي يللي بتقوليهن!!! ولا حسب ال… https://t.co/SStvtjoIjE	none	none
7269	نانسي السبع ما عارفة كيف بدها تفتن قد ما الشر والغل عامي عيونن بدون وعي قالت مجموعة مسلحة لترجع و تعتذر #نانسي السبع وحدة منن #لبنان_يتنفض	none	none
7270	مستخدم@ مستخدم@ كذابة هيدي هول دوار كفررمان نازلين عالنبطية	misogyny	discredit
7271	انا بكره لما يبقوا بنات صغيرين و متقمصين دور الستات 🙂 الناس دي لازم تموت علشان البشريه تترحم	misogyny	discredit
7272	مستخدم@ برافو ديما خليهن يعو شكلهن فلتو كلابهن ع تويتر وعالشوارع	none	none
7273	مستخدم@ ملكيش فيه ياشمال خليكي في جماعتك وبلدك والحوثيين	misogyny	discredit
7274	مستخدم@ اكيد خايفة يا فاسدة	misogyny	discredit
7275	مستخدم@ ملعونه بنت ملعون ما يكفي دمرتي وطننا وهربتي فنادق تركيا لا بارك لك	misogyny	discredit
7276	مستخدم@ انشالله بتفوتي عالمستشفى وما بتلاقي متبرع يا منافقة	misogyny	discredit
7277	مستخدم@ انتي موقعك في بلاعة مجاري وماحدش ماشي في الشارع يامعزة	misogyny	discredit
7278	مستخدم@ مستخدم@ السيد تحت رجلي	none	none
7279	مستخدم@ ابكي عادي بس جماعة القوات معليش يكسرو السيارات العمى شو انك حقيره وعنصريه	misogyny	discredit
7280	مستخدم@ الحمد لله ع سلامتك نوال أنت مثال المرأة الشجاعة الجريئة يعطيك الف عافيه	none	none
7281	مستخدم@ محطتك ومراسلونكم أكثر من يحرض ويبث الفتنة . ولنا في نانسي السبع أمثولة في الحقد خلال تغطيتها للأحداث .… https://t.co/nHT0HVBRz3	none	none
7282	مستخدم@ نوال غنيلي لغنيلك	none	none
7283	مستخدم@ رح تطلعي بالصرماية يا وضيعة	misogyny	discredit
7284	مستخدم@ السبب هو بعض الشتامين ولا علاقه للسيد بهم يا يمنى فواز	none	none
7285	مستخدم@ بس لحط شي بإجري ��� 	misogyny	discredit
7286	مستخدم@ العمى بيقلبك شو بلى كرامة ولوو	misogyny	discredit
7287	مستخدم@ لعمى شو غبية لهيدي الدرجة ؟؟	misogyny	discredit
7288	مستخدم@ مستخدم@ اكيد رح تكوني منورة متل العادي	none	none
7289	مستخدم@ #ديما_الشرشوحة رتاحي ما حدا طالب منك تركبي ركب الثورة لحيسة معروفة غاياتك يا واطية	misogyny	discredit
7290	مستخدم@ خيفان من يحملوا سلاح بدون وعي.. حزب الله لا يستخدم سلاحه إلا بوعي و فكر و منهج..	none	none
7291	مستخدم@ مستخدم@ ما رايحه تكمل فرحتك ابقي تذكريني بعد بكرا	none	none
7292	مستخدم@ ديما خفيا شوي شجعيون يفيئو و يجو معنى ما بئى تستفزيون	none	none
7293	مستخدم@ يا غبية شو الانتصار رالموضوع!	misogyny	discredit
7294	مستخدم@ ياخنزيرة يابتاعة جهاد النكاح خسئت وكل عصابتك	misogyny	discredit
7295	مستخدم@ روحي نضبي بقا و ستحي على حالك يا حاقودي حرريه من سامي و جعجع ملوك حرب الاهليه و العملاء	misogyny	discredit
7296	مستخدم@ بالصرماية لي بتناسبك	misogyny	threat of violence
7297	مستخدم@ اذا كان الغراب دليل قوم من يوم ماشوفنا وجهك والخراب معشش في الوطن العربي	misogyny	discredit
7298	مستخدم@ ايه وتغريداتك دايما ببكوا	none	none
7299	مستخدم@ احقر منك لم ترى عيني هذا شيخ ازهرى جليل يا نكره	misogyny	discredit
7300	مستخدم@ منحتك التعري فلم بخفي عورتك اي لاباس واصبحتي مكشوفه لمن هب ودب	misogyny	discredit
7301	مستخدم@ قوية يا شيخة	none	none
7302	مستخدم@ بتحبي تجيبي المسبات لحالك...يا عيب الشوم... بتوصالي لكعب نعله للرئيس عون يا ام نص لسان� انضبي	misogyny	derailing
7303	مستخدم@ لعنة الله عليك يا حمالة الحطب	misogyny	damning
7304	مستخدم@ حسن نصرالله تاج راسك يا بلا اخلاق ..وحدة واطية وحقيرة مثلك بدها تسكر تمها بس وتحط ايدها على راسها بس تذك… https://t.co/ooUNvt56En	misogyny	discredit
7305	مستخدم@ انا ما استغرب ردودهم السطحية الغبية البعيدة عن المنطق و الحساب ، لكن استغرب منك انك رديت عليهم مرتين. لا تعطي الحرمه اكبر من حجمها	misogyny	dominance
7306	مستخدم@ هلقدّ بتفهمي! وهيدا اعتراف انو ثورتكن مزيفة وهدفكن بس جبران. مبروك عليكن الفوضى. ساقطة اخلاقياً ومهنياً والك عين تحكي.	misogyny	discredit
7307	مستخدم@ اذا انتي تشوفين خدمة الزوج و تربية الابناء عبودية الله يخلف على عقلك و لا عاد تردين علي لاني ما اناقش حرمة	misogyny	dominance
7308	مستخدم@ مستخدم@ مستخدم@ الله يحرقك بنار جهنم	misogyny	damning
7309	مستخدم@ سدي نيعك #تضربي_انت_واللي_مشغلك	misogyny	discredit
7310	مستخدم@ لعنة الله عليك وعلى من خلفك يا وجه الشؤم	misogyny	damning
7311	مستخدم@ سلم لسانك ليليان قولتي ماعجز الكثيرون عن فهمه	none	none
7312	مستخدم@ قبح الله وجهك دنيا و آخره أيتها المشطاء	misogyny	damning
7313	مستخدم@ هدا بألف لون ولون	none	none
7314	مستخدم@ مستخدم@ بلا تفاهة شو فارقة معك اذا تسجيل او مباشر المهم عمق الكلمة والزلمي حكى كلام رجل دولة بامتياز	none	none
7315	مستخدم@ قصة شعرك ما حلوة ��	none	none
7316	مستخدم@ الان انتي ياجعره على بالك زي اليمن احفري قبرك بيدك استغفرالله لا غضب الله على وجهك	misogyny	discredit
7317	مستخدم@ ديما يا عديمة الشرف ما بيطلعلك تحكي عن الشرف	misogyny	discredit
7318	مستخدم@ نظفي سمعتك يا وصخة	misogyny	discredit
7319	مستخدم@ انتي تافهة فكرتك أوعى من هيك	misogyny	discredit
7320	مستخدم@ صح النوم يا نوال !!!	none	none
7321	مستخدم@ شو عم تحكو؟ فعلا اعلام رخيص. متل ما قالت نانسي السبع الصورة كانت اليوم مش بحاجة لكلام كلنا شفنا الز… https://t.co/bdWMdys3D0	none	none
7322	مستخدم@ مستخدم@ مستخدم@ كلام درر	none	none
7323	مستخدم@ وانتي مال اهلك بمصر ورئيس مصر يا حيوانة ؟! خليكي في نفسك ياشاطرة وبصي كويس على لبنان !	misogyny	discredit
7324	مستخدم@ لو حدا غيرك يلّي حاطت التغريدة كان ممكن فكّر اتأكّد من صحّة الخبر. بس إنت شهادتك مجروحة بالحقد الأعمى على #حزب_الله	none	none
7325	مستخدم@ ديما شو تروّقتي غير زوم كلسات يا شلكلك ؟	misogyny	discredit
7326	مستخدم@ الذباب دة كان فى الخيمة اللى اتربيتى فيها عشان ريحتك. هنا اسمة راي	misogyny	stereotyping & objectification
7327	مستخدم@ فرشي اسنانك وحطي فيها كلوركس وغيري خلاقينك مالك شغل لا في نجد ولا الحجاز ولا السعوديه كلها يابتوع الليل وآخره	misogyny	stereotyping & objectification
7328	لو حد قال الستات مكانها المطبخ ليه حق !	misogyny	stereotyping & objectification
7329	مستخدم@ ليه حبيبتي لان عم ينكشف المستور... انضبي	misogyny	discredit
7330	RT مستخدم@: مستخدم@ #طرابلس_تتنفض_وتنفض_عنها_وسخ_السياسة هذه المدينة إلا أنه يعاني من الفقر والحرمان والتشويه لكن هذه الساحة أظه…	none	none
7331	مستخدم@ مستخدم@ قوية وعليكم السلام عزيزتي ❤️	none	none
7332	مستخدم@ مستخدم@ مستخدم@ كل الاحترام لك ولكلامك للعلم لا اتابع ديما ما هو تعريف الانحياز؟ طالما انه لا… https://t.co/IaCoDYXcJs	none	none
7333	مستخدم@ وفقك الله لنصره المظلوم اينما كان وسدد خطاكي والهمك الصبر و والثبات والعزيمه والاراده لقهر اعدائك اللهم امين اللهم امين	none	none
7334	مستخدم@ وأنتي تتحملين نسبة الثلوث المنتشر في العالم بسبب أسنانك ورائحة فمك الكريهة . ممكن تستخدمي فرشاة ومعجون	misogyny	stereotyping & objectification
7335	مستخدم@ خينا الفواز دايما مصادرك خرائيي متل مخك...	misogyny	discredit
7336	مستخدم@ مستخدم@ باحلامك بس الي عم تحاولي توصليلو بس باحلامك	none	none
7337	مستخدم@ موتي موتي موتي #يا_مريضة_موتي https://t.co/1CKVLSaVbj	misogyny	damning
7338	مستخدم@ ان شاءالله يقطعوكي قطع قطع ويرموكي للكلاب ويريحنا منك ياخائنه	misogyny	damning
7339	مستخدم@ الله يحميك ياصوت الارز العالي	none	none
7340	مستخدم@ مستخدم@ مستخدم@ لو جوزك عندو ذرة كرامك بياخد التلفون من إيدك وبيحبسك بالحمام من كتر ماعم تجيكي م… https://t.co/CJIHxhbtCl	misogyny	threat of violence
7341	مفيش اسوء من أن بنت اهلاويه تتكلم ف الكوره وعهد الله بيجبولي جلطه وبيموتوني من الضحك بتعمل نفسها فاهمه وهيا مكانها المطبخ كده كده	misogyny	stereotyping & objectification
7342	مستخدم@ الشعب السعودي يقولك قبح الله وجهك	misogyny	damning
7343	مستخدم@ مستخدم@ مستخدم@ في شعب اللبناني ما في شعب حزب الله . محازبيي حزب الله منتظرين التكليف و ما شف… https://t.co/chDDqxYYHa	none	none
7344	مستخدم@ جريمه بشعه!!؟؟ أنت تجسدي البشاعه بكامل تفاصيلها، خائنه لأمتك، خائنه لوطنك، خائنه لأبيكي، وبشعة الشكل لايقبلكي إلا أعمى.	misogyny	stereotyping & objectification
7345	مستخدم@ وصل الامر بك ايتها الفاجرة بالتجرأ على ذات الله ، شُلت اركانك	misogyny	damning
7346	مستخدم@ مستخدم@ ما رح يستقيل يا يمنى ما عندن دم!	none	none
7347	مستخدم@ مستخدم@ مستخدم@ ديما نحنا كتير منحبك ومنخاف عليكي بس حرام الناس يلي رح ايصير فيهون لبعدين شوف… https://t.co/yUG4feCuAy	none	none
7348	مستخدم@ السيد حسن نصرلله بتقولي يا فاشلة ! اختاري مهنة ثانية كرمال لا شكل ولا منطق منعيد الفيديو 20 مرة لنفهم شو عم تحكي�	misogyny	stereotyping & objectification
7349	مستخدم@ الله يهديكي وتصيري تفهمي ، تعودتي عالبهدلة ، اذا عملولك هاشتاغ جديد ما تلوميهم	misogyny	derailing
7350	مستخدم@ بوركتي يا أستاذه الخطأ خطأ حتى لو ابي أو ابني أين العقل في هذا الكلام	none	none
7351	معليش والله اغلب عقليات البنات زباله ماعممت بس تتخرفن تفقد عقلها	misogyny	derailing
7352	مستخدم@ كنت اعتقد بأن ريحتك عفنة والان تأكدت بعد نشر ايميلات كلنتون	misogyny	stereotyping & objectification
7353	مستخدم@ فقدت الأخلاق للأسف	none	none
7354	مستخدم@ أنت حقا سفيهة لادنيا ولادين....مناضلتين!!!! هما تحتقران شعبك ودينك وبلداك وتتقززان من رؤية وجهك وانت تتمسحين بأقدامهما .....	misogyny	discredit
7355	مستخدم@ اشرف من أن تتكلمي عنه يا رويبضه	misogyny	discredit
7356	مستخدم@ بدك دعوسة	misogyny	threat of violence
7357	مستخدم@ يارب تقعى على رقابتك تتكسر انتى واللى زيك	misogyny	damning
7358	مستخدم@ بعدين طلعتي على. المسرح صار بدك تحديد من اشرف مين لاء ولووو كبراني الخسة كتير	none	none
7359	مستخدم@ توكل خربان لازلتي تنبحي عليك بالنباح وعلينا دعسك أيتها المرتزقة	misogyny	threat of violence
7360	مستخدم@ بس ما خبرتينا عند ايا قضاء.القضاء الفاسد او القضاء المسيس.ما تحلمي كتير كمان نحن عنا دعاوي كتير بحقكم وبحق كل اعلامي فاسد	none	none
7361	مستخدم@ الله أكبر شو قوية ديما صادق تضرب بيد من حديد ���	none	none
7362	مستخدم@ العمى بقلبك شو انك حيوانة �	misogyny	discredit
7363	مستخدم@ مافي احد جمبيك يلحفيك خرا يا خرا الخنزير عليك لعنة الله ليوم الدين	misogyny	discredit
7364	مستخدم@ زلغطي يا ديما وحني (حالك)	misogyny	stereotyping & objectification
7365	مستخدم@ شعب الله المختار أجل ! مشكلة الي يبي يصير رافع راية الاسلام وهو ماعنده الا الدجّه يجيب العيد كرّم الله رآيَة الاسلام منّك ومن وجهك ومن داعمك	none	none
7366	مراسلة الفتنة نانسي السبع تقول ان هناك متظاهرين سلميين ومجموعة مسلحة... صحيح هي زلة لسان ولكن الجديد لا زالت تبث ال… https://t.co/X9eD3sVVB6	none	none
7367	مستخدم@ يارب يسقط صف سنانك ويقصف عمرك قادر كريم	misogyny	damning
7368	مستخدم@ والحشا عقلاتك متل الصباط كل يوم بدو دعس بالاجر	misogyny	derailing
7369	مستخدم@ اذا اجتمعت حكماء النساء و وزرائهن في جلسة طارئة ليشهدوا ضدي سيقرون جميعا اني احقد عليهن لأن خطر على أمن النساء ، لذلك كلامك غير معتبر	none	none
7370	المشكلة إن معظم النسوان الموجودة في تويتر كلهم كدابين بس بيحاولو يفكو عن نفسهم في تويتر	misogyny	discredit
7371	مستخدم@ اولا باحلامك انو يقبر قلبك ما رح يوسخ ايديه، روحي افتصي .. وجع تملخ نيعك ملخ #لبنان_ينتفص	misogyny	damning
7372	مستخدم@ تبين انك انتي عم تديري غرفة عمليات ضد العهد ؟ بكرا بطرابلس كل #السوريين ناطرينك ��	none	none
7373	مستخدم@ مستخدم@ من قلة أخلاقها كان هين عليها تسب امهات العالم بس ما قدرت تتحمل امها تنسبّ. اللي ما بترضي ع حا… https://t.co/YkkRObwvi3	none	none
7374	مستخدم@ انشالله بيقبر قلبك قريبا	misogyny	damning
7375	مستخدم@ اتفه منك لم ترا قط عيني.	misogyny	discredit
7376	مستخدم@ منعرف انك معاقة و هلق تاكدنا انك طرشا	misogyny	stereotyping & objectification
7377	مستخدم@ هيدا نتيجة الشتم والسباب يا فهيمة	none	none
7378	مستخدم@ خلي صورتك عشان بحب الصبح شوفها وبزق عليها�	misogyny	discredit
7379	مستخدم@ خليك في الرقص وهز الوسط واتركي هذي المواضيع لأهلها يامدبره	misogyny	discredit
7380	مستخدم@ حريم الخرفان مزعجين .صلحتي اسنانك يا شميطه	misogyny	stereotyping & objectification
7381	مستخدم@ لعنة الله عليك وعلى اللي طلعك في الساحه في بداية هذي البلاوي	misogyny	damning
7382	مستخدم@ كتير قوية ديما. الله يحميكي ❤️	none	none
7383	مستخدم@ مستخدم@ بعد حلقة بيت الكل برهنتي للجميع إنك شخص محترم. الله ومار شربل يحموكي يا أحلى جويل.	none	none
7384	مستخدم@ اديش عم تاخدي عا كل تويت لتبيني هبلععععع	misogyny	discredit
7385	مستخدم@ ما تركني علي جنب انت وتحليلك التافه مش وقته خالص	misogyny	discredit
7386	مستخدم@ انتي عروس الثورة، قمر الشاشة، الله يحميكي	none	none
7387	RT مستخدم@: مستخدم@ فيك تسكري قلبك وتمك كمان بالطريق بكون افضل الك، انا ما بشرفني كون معك ولبنانية متلك لانك عميلة وخاينة لبلدك	misogyny	discredit
7388	مستخدم@ مستخدم@ يبدوا ان معلوماتك بطاطا... مثل مصداقيتك	none	none
7389	مستخدم@ يلعن البطن لي حملتك ما اسخفك وما اوطاكي	misogyny	damning
7390	مستخدم@ مستخدم@ احلا ديما صادق	none	none
7391	مستخدم@ غيرانة نفسك فى رئيس راجل جدع ملو هدومه زى السيسى معلش ما فيش منه تانى بح خلاص	none	none
7392	مستخدم@ البنت مكانها مو المطبخ مكانها السرير✔️	misogyny	stereotyping & objectification
7393	مستخدم@ انتي مخك الفاسد مسكر يا شرشوحة.انتي اعزمي سياسيي السلطة وراغب علامة عندك بالبيت عل عشاء يا فاسدة عمتحكينا بالعفة اخرسي وانضبي	misogyny	discredit
7394	مستخدم@ غسلي اسنانك ، وفمك المعفن ، انت فضيحه.	misogyny	stereotyping & objectification
7395	مستخدم@ �����ديما هيدول هم خصومك نومي وكتري نوم ارتاحي	none	none
7396	مستخدم@ لعنة الله عليك يا فاجره لعنة في الدنيا في كل يوم الى ان تقوم الساعه	misogyny	damning
7397	مستخدم@ فشرتي يقبر قلبك.. بتنجسي بصهينتك يا وسخة يا عميلة يا منحطة... طقي موتي.. انتبهي كل اللي شفتي بس شوية انصار...	misogyny	discredit
7398	مستخدم@ وجودك في الحياة اصلا عار فما بال الفيسبوك	misogyny	discredit
7399	مستخدم@ نصيحة روحي اعملي عرض ازياء لانه مناسب الك طالما عندك جهل سياسي ما يلبقلك الإعلام	misogyny	stereotyping & objectification
7400	مستخدم@ يمنى حبيبتي انا ناطر لتقوليلي لمين	none	none
7401	مستخدم@ ماذا عن هضامتك	none	none
